Id	Num T ^ 4	Prod Budget	Actual	Predicted	Old Error	BB Adjusted	New Error					
292	1	$0	"$11,075"	$0	"$11,075"	$0	"$11,075"					
293	8503056	$0	"$164,926"	$2	"$164,924"	$2	"$164,924"					
294	8.57448E+13	"$70,000,000"	"$15,488,870"	"$25,533,009"	"$10,044,139"	"$17,873,106"	"$2,384,236"					
295	16	$0	"$12,605"	$0	"$12,605"	$0	"$12,605"					
296	1	$0	"$9,581"	$0	"$9,581"	$0	"$9,581"					
297	11316496	$0	"$43,930"	$2	"$43,928"	$2	"$43,928"					
298	1	"$13,500,000"	"$18,195"	"$1,556,338"	"$1,538,143"	"$1,556,338"	"$1,538,143"					
299	81	$0	"$22,806"	$0	"$22,806"	$0	"$22,806"					
300	16	$0	"$7,352"	$0	"$7,352"	$0	"$7,352"					
301	2.65056E+13	"$32,000,000"	"$5,041,239"	"$9,087,332"	"$4,046,093"	"$9,087,332"	"$4,046,093"					
302	1.62252E+13	$0	"$9,178,233"	"$3,304,480"	"$5,873,753"	"$3,304,480"	"$5,873,753"					
303	81	"$75,000,000"	"$378,950"	"$8,646,325"	"$8,267,375"	"$6,052,427"	"$5,673,477"					
304	625	$0	"$4,350"	$0	"$4,350"	$0	"$4,350"					
305	4096	"$4,700,000"	"$22,603"	"$541,836"	"$519,233"	"$541,836"	"$519,233"					
306	1296	$0	"$24,658"	$0	"$24,658"	$0	"$24,658"					
307	2.05241E+14	"$53,000,000"	"$30,675,314"	"$47,910,158"	"$17,234,844"	"$33,537,111"	"$2,861,797"					
308	3111696	"$12,000,000"	"$722,832"	"$1,383,413"	"$660,581"	"$1,383,413"	"$660,581"					
309	16	$0	"$15,757"	$0	"$15,757"	$0	"$15,757"					
310	14641	$0	"$53,944"	$0	"$53,944"	$0	"$53,944"					
311	81	$0	"$1,082"	$0	"$1,082"	$0	"$1,082"					
312	81	$0	"$20,361"	$0	"$20,361"	$0	"$20,361"					
313	50625	$0	"$547,092"	$0	"$547,092"	$0	"$547,092"					
314	625	$0	"$16,908"	$0	"$16,908"	$0	"$16,908"					
315	1	$0	"$17,510"	$0	"$17,510"	$0	"$17,510"					
316	16	$0	"$19,253"	$0	"$19,253"	$0	"$19,253"					
317	16	$0	"$10,075"	$0	"$10,075"	$0	"$10,075"					
318	8.83667E+13	"$40,000,000"	"$20,188,176"	"$22,608,462"	"$2,420,286"	"$22,608,462"	"$2,420,286"					
319	86297287696	$0	"$3,202,035"	"$17,576"	"$3,184,459"	"$17,576"	"$3,184,459"					
320	1	$0	$784	$0	$784	$0	$784					
321	1.05251E+14	"$65,000,000"	"$12,804,793"	"$28,929,367"	"$16,124,574"	"$20,250,557"	"$7,445,764"					
322	1	$0	"$1,302"	$0	"$1,302"	$0	"$1,302"					
323	1.6032E+13	$0	"$6,153,075"	"$3,265,142"	"$2,887,933"	"$3,265,142"	"$2,887,933"					
324	4.01359E+13	"$54,000,000"	"$10,618,711"	"$14,399,578"	"$3,780,867"	"$10,079,704"	"$539,007"					
325	1296	$0	"$10,299"	$0	"$10,299"	$0	"$10,299"					
326	1	$0	"$1,529"	$0	"$1,529"	$0	"$1,529"					
327	1296	$0	"$14,642"	$0	"$14,642"	$0	"$14,642"					
328	81	$0	"$1,088"	$0	"$1,088"	$0	"$1,088"					
329	4.4239E+13	"$10,000,000"	"$11,407,751"	"$10,162,724"	"$1,245,027"	"$10,162,724"	"$1,245,027"					
330	1.93569E+14	"$85,000,000"	"$49,060,281"	"$49,222,107"	"$161,826"	"$34,455,475"	"$14,604,806"					
331	1.82316E+12	"$10,000,000"	"$4,281,388"	"$1,524,155"	"$2,757,233"	"$1,524,155"	"$2,757,233"					
332	81	$0	"$76,639"	$0	"$76,639"	$0	"$76,639"					
333	6.15535E+13	"$20,000,000"	"$18,612,544"	"$14,841,892"	"$3,770,652"	"$14,841,892"	"$3,770,652"					
334	8.31817E+13	"$100,000,000"	"$23,239,907"	"$28,469,526"	"$5,229,619"	"$19,928,669"	"$3,311,238"					
335	20736	$0	"$53,666"	$0	"$53,666"	$0	"$53,666"					
336	1	$0	"$4,129"	$0	"$4,129"	$0	"$4,129"					
337	1	$0	"$3,356"	$0	"$3,356"	$0	"$3,356"					
338	1.68709E+14	"$175,000,000"	"$31,192,615"	"$54,534,729"	"$23,342,114"	"$38,174,311"	"$6,981,696"					
339	9.11126E+11	$0	"$3,501,971"	"$185,563"	"$3,316,408"	"$185,563"	"$3,316,408"					
340	1296	$0	"$22,465"	$0	"$22,465"	$0	"$22,465"					
341	7.03387E+13	$0	"$6,061,762"	"$14,325,438"	"$8,263,676"	"$14,325,438"	"$8,263,676"					
342	1296	$0	"$66,806"	$0	"$66,806"	$0	"$66,806"					
343	16	$0	"$2,641"	$0	"$2,641"	$0	"$2,641"					
344	1	$0	"$3,426"	$0	"$3,426"	$0	"$3,426"					
345	7.89674E+13	"$18,000,000"	"$30,054,300"	"$18,157,915"	"$11,896,385"	"$18,157,915"	"$11,896,385"					
346	236421376	$0	"$37,924"	$48	"$37,876"	$48	"$37,876"					
347	81	"$7,000,000"	"$87,477"	"$806,990"	"$719,513"	"$806,990"	"$719,513"					
348	1296	$0	"$59,212"	$0	"$59,212"	$0	"$59,212"					
349	8.73337E+13	"$50,000,000"	"$24,411,322"	"$23,550,918"	"$860,404"	"$23,550,918"	"$860,404"					
350	1	$0	"$4,630"	$0	"$4,630"	$0	"$4,630"					
351	16	$0	"$5,384"	$0	"$5,384"	$0	"$5,384"					
352	3.69805E+13	"$18,000,000"	"$12,521,027"	"$9,606,696"	"$2,914,331"	"$9,606,696"	"$2,914,331"					
353	2.45664E+14	"$120,000,000"	"$58,051,684"	"$63,867,020"	"$5,815,336"	"$44,706,914"	"$13,344,770"					
354	1.68335E+14	"$87,500,000"	"$56,061,504"	"$44,371,143"	"$11,690,361"	"$31,059,800"	"$25,001,704"					
355	1	$0	"$1,407"	$0	"$1,407"	$0	"$1,407"					
356	10000	"$5,000,000"	"$9,018"	"$576,422"	"$567,404"	"$576,422"	"$567,404"					
357	8.39556E+13	$0	"$23,973,840"	"$17,098,710"	"$6,875,130"	"$17,098,710"	"$6,875,130"					
358	10617447681	$0	"$410,804"	"$2,162"	"$408,642"	"$2,162"	"$408,642"					
359	1	"$12,000,000"	"$12,680"	"$1,383,412"	"$1,370,732"	"$1,383,412"	"$1,370,732"					
360	16	$0	"$4,465"	$0	"$4,465"	$0	"$4,465"					
361	1	$0	"$7,768"	$0	"$7,768"	$0	"$7,768"					
362	614656	$0	"$61,817"	$0	"$61,817"	$0	"$61,817"					
363	16	$0	"$5,299"	$0	"$5,299"	$0	"$5,299"					
364	1.06855E+13	$0	"$10,590,244"	"$2,176,243"	"$8,414,001"	"$2,176,243"	"$8,414,001"					
365	2.0736E+12	$0	"$1,707,967"	"$422,317"	"$1,285,650"	"$422,317"	"$1,285,650"					
366	454371856	"$3,200,000"	"$54,556"	"$369,002"	"$314,446"	"$369,002"	"$314,446"					
367	1.06136E+12	$0	"$3,187,153"	"$216,161"	"$2,970,992"	"$216,161"	"$2,970,992"					
368	1.13919E+14	"$40,000,000"	"$12,400,125"	"$27,812,560"	"$15,412,435"	"$27,812,560"	"$15,412,435"					
369	16	"$8,000,000"	"$10,203"	"$922,275"	"$912,072"	"$922,275"	"$912,072"					
370	16	$0	"$19,968"	$0	"$19,968"	$0	"$19,968"					
371	625	"$300,000"	"$5,199"	"$34,585"	"$29,386"	"$34,585"	"$29,386"					
372	6.87971E+13	"$25,000,000"	"$19,173,094"	"$16,893,576"	"$2,279,518"	"$16,893,576"	"$2,279,518"					
373	1.04473E+12	$0	"$664,351"	"$212,774"	"$451,577"	"$212,774"	"$451,577"					
374	625	$0	"$3,038"	$0	"$3,038"	$0	"$3,038"					
375	37141383841	"$13,000,000"	"$608,804"	"$1,506,261"	"$897,457"	"$1,506,261"	"$897,457"					
376	1	"$500,000"	"$11,903"	"$57,642"	"$45,739"	"$57,642"	"$45,739"					
377	256	$0	"$2,158"	$0	"$2,158"	$0	"$2,158"					
378	6.69059E+13	$0	"$5,101,907"	"$13,626,295"	"$8,524,388"	"$13,626,295"	"$8,524,388"					
379	6.50539E+13	$0	"$13,635,463"	"$13,249,120"	"$386,343"	"$13,249,120"	"$386,343"					
380	3486784401	$0	"$438,615"	$710	"$437,905"	$710	"$437,905"					
381	81	$0	"$15,189"	$0	"$15,189"	$0	"$15,189"					
382	1.2386E+13	"$53,000,000"	"$10,245,190"	"$8,632,650"	"$1,612,540"	"$6,042,855"	"$4,202,335"					
383	1	$0	$613	$0	$613	$0	$613					
384	1	$0	"$14,483"	$0	"$14,483"	$0	"$14,483"					
385	6.85109E+13	"$15,000,000"	"$7,703,551"	"$15,682,442"	"$7,978,891"	"$15,682,442"	"$7,978,891"					
386	1.37447E+14	"$55,000,000"	"$24,629,938"	"$34,333,590"	"$9,703,652"	"$24,033,513"	"$596,425"					
387	1.88838E+14	"$149,000,000"	"$18,814,323"	"$55,636,899"	"$36,822,576"	"$38,945,829"	"$20,131,506"					
388	1.70824E+13	"$60,000,000"	"$6,004,219"	"$10,396,130"	"$4,391,911"	"$7,277,291"	"$1,273,072"					
389	100000000	$0	"$78,337"	$20	"$78,317"	$20	"$78,317"					
390	7.80181E+13	"$18,000,000"	"$11,752,917"	"$17,964,569"	"$6,211,652"	"$17,964,569"	"$6,211,652"					
391	1	$0	"$2,754"	$0	"$2,754"	$0	"$2,754"					
392	1	$0	"$5,124"	$0	"$5,124"	$0	"$5,124"					
393	81	"$1,500,000"	"$11,940"	"$172,926"	"$160,986"	"$172,926"	"$160,986"					
394	279841	"$12,000,000"	"$372,012"	"$1,383,412"	"$1,011,400"	"$1,383,412"	"$1,011,400"					
395	4.69495E+12	"$35,000,000"	"$5,456,908"	"$4,991,143"	"$465,765"	"$4,991,143"	"$465,765"					
396	4.11662E+13	"$30,000,000"	"$21,176,925"	"$11,842,591"	"$9,334,334"	"$11,842,591"	"$9,334,334"					
397	3.562E+13	$0	"$11,014,657"	"$7,254,501"	"$3,760,156"	"$7,254,501"	"$3,760,156"					
398	1.68522E+14	$0	"$18,515,473"	"$34,321,852"	"$15,806,379"	"$34,321,852"	"$15,806,379"					
399	3.10731E+13	$0	"$5,833,562"	"$6,328,454"	"$494,892"	"$6,328,454"	"$494,892"					
400	3.42102E+12	"$21,000,000"	"$9,405,582"	"$3,117,709"	"$6,287,873"	"$3,117,709"	"$6,287,873"					
401	16	$0	"$8,618"	$0	"$8,618"	$0	"$8,618"					
402	614656	"$6,500,000"	"$589,332"	"$749,348"	"$160,016"	"$749,348"	"$160,016"					
403	50625	$0	"$11,431"	$0	"$11,431"	$0	"$11,431"					
404	16	"$30,000"	"$10,555"	"$3,459"	"$7,096"	"$3,459"	"$7,096"					
405	256	$0	"$1,839"	$0	"$1,839"	$0	"$1,839"					
406	8.72195E+13	"$140,000,000"	"$21,959,271"	"$33,903,246"	"$11,943,975"	"$23,732,272"	"$1,773,001"					
407	256	"$16,800,000"	"$28,815"	"$1,936,777"	"$1,907,962"	"$1,936,777"	"$1,907,962"					
408	1	$0	"$12,371"	$0	"$12,371"	$0	"$12,371"					
409	16	$0	"$30,676"	$0	"$30,676"	$0	"$30,676"					
410	256	$0	"$9,610"	$0	"$9,610"	$0	"$9,610"					
411	16777216	"$20,000,000"	"$175,336"	"$2,305,690"	"$2,130,354"	"$2,305,690"	"$2,130,354"					
412	9.27101E+13	"$22,000,000"	"$22,950,971"	"$21,417,941"	"$1,533,030"	"$21,417,941"	"$1,533,030"					
413	1	$0	"$3,338"	$0	"$3,338"	$0	"$3,338"					
414	81	$0	"$17,195"	$0	"$17,195"	$0	"$17,195"					
415	7.53236E+13	$0	"$7,288,977"	"$15,340,681"	"$8,051,704"	"$15,340,681"	"$8,051,704"					
416	1	$0	"$17,357"	$0	"$17,357"	$0	"$17,357"					
417	4.052E+13	"$20,000,000"	"$6,773,870"	"$10,558,132"	"$3,784,262"	"$10,558,132"	"$3,784,262"					
418	7.44801E+12	"$40,000,000"	"$17,723,544"	"$6,128,262"	"$11,595,282"	"$6,128,262"	"$11,595,282"					
419	1.71536E+14	"$120,000,000"	"$45,388,836"	"$48,769,703"	"$3,380,867"	"$34,138,792"	"$11,250,044"					
420	1	$0	"$2,568"	$0	"$2,568"	$0	"$2,568"					
421	1	$0	"$8,661"	$0	"$8,661"	$0	"$8,661"					
422	1	$0	"$1,787"	$0	"$1,787"	$0	"$1,787"					
423	1	$0	"$1,179"	$0	"$1,179"	$0	"$1,179"					
424	2.43768E+13	$0	"$13,594,734"	"$4,964,664"	"$8,630,070"	"$4,964,664"	"$8,630,070"					
425	1.0283E+12	"$33,000,000"	"$1,921,838"	"$4,013,809"	"$2,091,971"	"$4,013,809"	"$2,091,971"					
426	81	$0	"$4,816"	$0	"$4,816"	$0	"$4,816"					
427	1	$0	"$6,769"	$0	"$6,769"	$0	"$6,769"					
428	16	$0	"$2,130"	$0	"$2,130"	$0	"$2,130"					
429	1296	$0	"$6,691"	$0	"$6,691"	$0	"$6,691"					
430	1	$0	"$3,099"	$0	"$3,099"	$0	"$3,099"					
431	1.54922E+14	"$205,000,000"	"$25,783,232"	"$55,185,366"	"$29,402,134"	"$38,629,756"	"$12,846,524"					
432	16	$0	"$27,744"	$0	"$27,744"	$0	"$27,744"					
433	8.61052E+12	$0	"$5,501,406"	"$1,753,651"	"$3,747,755"	"$1,753,651"	"$3,747,755"					
434	625	"$32,000,000"	"$76,817"	"$3,689,099"	"$3,612,282"	"$3,689,099"	"$3,612,282"					
435	4.65471E+13	"$25,000,000"	"$13,652,001"	"$12,362,065"	"$1,289,936"	"$12,362,065"	"$1,289,936"					
436	1	$0	"$2,769"	$0	"$2,769"	$0	"$2,769"					
437	14641	"$7,000,000"	"$421,446"	"$806,990"	"$385,544"	"$806,990"	"$385,544"					
438	16	"$15,000,000"	"$12,377"	"$1,729,265"	"$1,716,888"	"$1,729,265"	"$1,716,888"					
439	2.4071E+13	$0	"$10,033,960"	"$4,902,398"	"$5,131,562"	"$4,902,398"	"$5,131,562"					
440	1500625	$0	"$97,060"	$0	"$97,060"	$0	"$97,060"					
441	1.82189E+13	"$35,000,000"	"$3,721,526"	"$7,745,473"	"$4,023,947"	"$7,745,473"	"$4,023,947"					
442	8.81648E+11	$0	"$7,523,571"	"$179,560"	"$7,344,011"	"$179,560"	"$7,344,011"					
443	5764801	$0	"$159,671"	$1	"$159,670"	$1	"$159,670"					
444	256	$0	"$13,880"	$0	"$13,880"	$0	"$13,880"					
445	1.83574E+12	"$9,000,000"	"$1,355,904"	"$1,411,433"	"$55,529"	"$1,411,433"	"$55,529"					
446	1.65182E+13	$0	"$3,009,341"	"$3,364,153"	"$354,812"	"$3,364,153"	"$354,812"					
447	50625	$0	"$25,711"	$0	"$25,711"	$0	"$25,711"					
448	1	$0	"$11,108"	$0	"$11,108"	$0	"$11,108"					
449	1.8803E+12	"$15,000,000"	"$13,256,188"	"$2,112,214"	"$11,143,974"	"$2,112,214"	"$11,143,974"					
450	1.05719E+12	"$25,000,000"	"$3,657,322"	"$3,097,419"	"$559,903"	"$3,097,419"	"$559,903"					
451	4096	$0	"$39,712"	$0	"$39,712"	$0	"$39,712"					
452	4.4992E+11	"$60,000,000"	"$3,376,009"	"$7,008,692"	"$3,632,683"	"$4,906,085"	"$1,530,076"					
453	2401	$0	"$48,760"	$0	"$48,760"	$0	"$48,760"					
454	1.5075E+14	"$30,000,000"	"$14,414,630"	"$34,160,770"	"$19,746,140"	"$34,160,770"	"$19,746,140"					
455	4.74084E+13	"$53,000,000"	"$11,596,613"	"$15,765,441"	"$4,168,828"	"$11,035,809"	"$560,804"					
456	707281	$0	"$269,131"	$0	"$269,131"	$0	"$269,131"					
457	81	$0	"$26,045"	$0	"$26,045"	$0	"$26,045"					
458	4096	$0	"$12,207"	$0	"$12,207"	$0	"$12,207"					
459	1.06307E+14	"$20,000,000"	"$20,825,300"	"$23,956,534"	"$3,131,234"	"$23,956,534"	"$3,131,234"					
460	1.10336E+14	$0	"$18,006,064"	"$22,471,383"	"$4,465,319"	"$22,471,383"	"$4,465,319"					
461	9.80815E+13	"$35,000,000"	"$20,671,446"	"$24,010,589"	"$3,339,143"	"$24,010,589"	"$3,339,143"					
462	4096	$0	"$94,784"	$0	"$94,784"	$0	"$94,784"					
463	4096	$0	"$63,520"	$0	"$63,520"	$0	"$63,520"					
464	3111696	$0	"$248,337"	$1	"$248,336"	$1	"$248,336"					
465	9.48801E+13	"$75,000,000"	"$27,476,745"	"$27,969,956"	"$493,211"	"$19,578,969"	"$7,897,776"					
466	16	$0	"$53,983"	$0	"$53,983"	$0	"$53,983"					
467	1.45318E+14	$0	"$26,362,367"	"$29,595,967"	"$3,233,600"	"$29,595,967"	"$3,233,600"					
468	1	$0	"$10,173"	$0	"$10,173"	$0	"$10,173"					
469	8.13245E+13	"$50,000,000"	"$13,051,650"	"$22,327,064"	"$9,275,414"	"$22,327,064"	"$9,275,414"					
470	1	$0	"$9,695"	$0	"$9,695"	$0	"$9,695"					
471	3.21394E+13	"$47,000,000"	"$6,608,244"	"$11,963,990"	"$5,355,746"	"$11,963,990"	"$5,355,746"					
472	7311616	$0	"$240,075"	$1	"$240,074"	$1	"$240,074"					
473	2.09393E+14	"$85,000,000"	"$41,533,432"	"$52,444,913"	"$10,911,481"	"$36,711,439"	"$4,821,993"					
474	16	$0	"$2,443"	$0	"$2,443"	$0	"$2,443"					
475	16	$0	"$58,049"	$0	"$58,049"	$0	"$58,049"					
476	1	$0	"$3,938"	$0	"$3,938"	$0	"$3,938"					
477	2.21538E+14	"$150,000,000"	"$102,335,066"	"$62,411,971"	"$39,923,095"	"$43,688,380"	"$58,646,686"					
478	3.37135E+14	"$150,000,000"	"$139,715,157"	"$85,954,732"	"$53,760,425"	"$60,168,313"	"$79,546,844"					
479	8.35279E+11	"$2,000,000"	"$1,968,505"	"$400,685"	"$1,567,820"	"$400,685"	"$1,567,820"					
480	45212176	$0	"$9,152"	$9	"$9,143"	$9	"$9,143"					
481	1	$0	"$8,257"	$0	"$8,257"	$0	"$8,257"					
482	331776	$0	"$38,355"	$0	"$38,355"	$0	"$38,355"					
483	1	$0	"$1,042"	$0	"$1,042"	$0	"$1,042"					
484	16	$0	"$56,207"	$0	"$56,207"	$0	"$56,207"					
485	16	$0	"$15,216"	$0	"$15,216"	$0	"$15,216"					
486	1.08711E+14	$0	"$14,022,105"	"$22,140,420"	"$8,118,315"	"$22,140,420"	"$8,118,315"					
487	16	$0	"$10,000"	$0	"$10,000"	$0	"$10,000"					
488	81	$0	"$11,251"	$0	"$11,251"	$0	"$11,251"					
489	2401	$0	"$52,885"	$0	"$52,885"	$0	"$52,885"					
490	10000	$0	"$45,047"	$0	"$45,047"	$0	"$45,047"					
491	16	$0	"$7,235"	$0	"$7,235"	$0	"$7,235"					
492	1.53697E+14	"$50,000,000"	"$17,745,586"	"$37,066,626"	"$19,321,040"	"$37,066,626"	"$19,321,040"					
493	16	$0	"$1,772"	$0	"$1,772"	$0	"$1,772"					
494	81	$0	"$2,431"	$0	"$2,431"	$0	"$2,431"					
495	1	$0	"$4,466"	$0	"$4,466"	$0	"$4,466"					
496	8.15414E+13	"$25,000,000"	"$21,959,233"	"$19,489,123"	"$2,470,110"	"$19,489,123"	"$2,470,110"					
497	3.06365E+12	"$2,850,000"	"$1,897,705"	"$952,515"	"$945,190"	"$952,515"	"$945,190"					
498	3.58539E+13	"$15,000,000"	"$9,686,362"	"$9,031,395"	"$654,967"	"$9,031,395"	"$654,967"					
499	4.712E+13	"$17,000,000"	"$15,708,512"	"$11,556,465"	"$4,152,047"	"$11,556,465"	"$4,152,047"					
500	2401	"$3,700,000"	"$142,379"	"$426,552"	"$284,173"	"$426,552"	"$284,173"					
501	38416	"$32,000,000"	"$515,992"	"$3,689,099"	"$3,173,107"	"$3,689,099"	"$3,173,107"					
502	6.4597E+13	$0	"$7,818,239"	"$13,156,062"	"$5,337,823"	"$13,156,062"	"$5,337,823"					
503	9.63478E+13	"$45,000,000"	"$21,103,203"	"$24,810,336"	"$3,707,133"	"$24,810,336"	"$3,707,133"					
504	1.63344E+14	"$55,000,000"	"$43,142,214"	"$39,607,961"	"$3,534,253"	"$27,725,573"	"$15,416,641"					
505	3.65029E+13	"$17,500,000"	"$21,094,148"	"$9,451,795"	"$11,642,353"	"$9,451,795"	"$11,642,353"					
506	3049800625	"$25,000,000"	"$1,449,320"	"$2,882,729"	"$1,433,409"	"$2,882,729"	"$1,433,409"					
507	4.64047E+13	"$85,000,000"	"$12,778,913"	"$19,250,123"	"$6,471,210"	"$13,475,086"	"$696,173"					
508	256	$0	"$3,960"	$0	"$3,960"	$0	"$3,960"					
509	5.74227E+12	$0	"$5,926,177"	"$1,169,493"	"$4,756,684"	"$1,169,493"	"$4,756,684"					
510	1	$0	"$32,406"	$0	"$32,406"	$0	"$32,406"					
511	3748096	$0	"$25,261"	$1	"$25,260"	$1	"$25,260"					
512	256	$0	"$23,153"	$0	"$23,153"	$0	"$23,153"					
513	1.33645E+13	"$27,000,000"	"$5,538,835"	"$5,834,533"	"$295,698"	"$5,834,533"	"$295,698"					
514	3.28471E+13	"$17,500,000"	"$12,401,900"	"$8,707,231"	"$3,694,669"	"$8,707,231"	"$3,694,669"					
515	8.29616E+13	"$15,000,000"	"$3,368,197"	"$18,625,526"	"$15,257,329"	"$18,625,526"	"$15,257,329"					
516	2.03142E+13	"$75,000,000"	"$10,214,734"	"$12,783,593"	"$2,568,859"	"$8,948,515"	"$1,266,219"					
517	3.0498E+13	"$7,500,000"	"$8,203,391"	"$7,075,970"	"$1,127,421"	"$7,075,970"	"$1,127,421"					
518	2.32134E+13	"$4,800,000"	"$19,556,099"	"$5,281,085"	"$14,275,014"	"$5,281,085"	"$14,275,014"					
519	25411681	"$12,000,000"	"$314,488"	"$1,383,417"	"$1,068,929"	"$1,383,417"	"$1,068,929"					
520	4.6325E+11	"$16,000,000"	"$5,848,464"	"$1,938,897"	"$3,909,567"	"$1,938,897"	"$3,909,567"					
521	4.61917E+13	"$25,000,000"	"$5,310,711"	"$12,289,685"	"$6,978,974"	"$12,289,685"	"$6,978,974"					
522	81	$0	"$8,545"	$0	"$8,545"	$0	"$8,545"					
523	16	$0	"$36,371"	$0	"$36,371"	$0	"$36,371"					
524	625	"$3,750,000"	"$31,405"	"$432,316"	"$400,911"	"$432,316"	"$400,911"					
525	9.36699E+13	"$35,000,000"	"$12,077,236"	"$23,112,111"	"$11,034,875"	"$23,112,111"	"$11,034,875"					
526	1679616	$0	"$427,987"	$0	"$427,987"	$0	"$427,987"					
527	1.22283E+13	$0	"$4,003,537"	"$2,490,463"	"$1,513,074"	"$2,490,463"	"$1,513,074"					
528	256	$0	"$39,609"	$0	"$39,609"	$0	"$39,609"					
529	1.05302E+12	"$2,800,000"	"$8,017,808"	"$537,259"	"$7,480,549"	"$537,259"	"$7,480,549"					
530	16	$0	"$14,987"	$0	"$14,987"	$0	"$14,987"					
531	1.69084E+14	"$150,000,000"	"$77,211,321"	"$51,728,955"	"$25,482,366"	"$36,210,269"	"$41,001,052"					
532	2.46908E+14	"$75,000,000"	"$68,033,544"	"$58,932,459"	"$9,101,085"	"$41,252,721"	"$26,780,823"					
533	5.80185E+12	$0	"$5,047,783"	"$1,181,627"	"$3,866,156"	"$1,181,627"	"$3,866,156"					
534	3.9125E+13	"$25,000,000"	"$6,807,471"	"$10,850,459"	"$4,042,988"	"$10,850,459"	"$4,042,988"					
535	285610000	$0	"$124,367"	$58	"$124,309"	$58	"$124,309"					
536	8.96296E+11	"$15,000,000"	"$5,745,780"	"$1,911,808"	"$3,833,972"	"$1,911,808"	"$3,833,972"					
537	3.03596E+12	$0	"$3,506,291"	"$618,314"	"$2,887,977"	"$618,314"	"$2,887,977"					
538	68719476736	$0	"$1,425,915"	"$13,996"	"$1,411,919"	"$13,996"	"$1,411,919"					
539	6765201	"$16,500,000"	"$927,956"	"$1,902,193"	"$974,237"	"$1,902,193"	"$974,237"					
540	1	$0	"$2,580"	$0	"$2,580"	$0	"$2,580"					
541	4096	"$7,900,000"	"$51,907"	"$910,746"	"$858,839"	"$910,746"	"$858,839"					
542	285610000	"$20,000,000"	"$974,601"	"$2,305,745"	"$1,331,144"	"$2,305,745"	"$1,331,144"					
543	1	$0	"$1,026"	$0	"$1,026"	$0	"$1,026"					
544	256	$0	"$404,879"	$0	"$404,879"	$0	"$404,879"					
545	1026625681	"$13,000,000"	"$452,966"	"$1,498,905"	"$1,045,939"	"$1,498,905"	"$1,045,939"					
546	6.21711E+13	$0	"$10,017,575"	"$12,661,993"	"$2,644,418"	"$12,661,993"	"$2,644,418"					
547	6561	$0	"$22,383"	$0	"$22,383"	$0	"$22,383"					
548	17850625	$0	"$192,000"	$4	"$191,996"	$4	"$191,996"					
549	1.49207E+14	"$85,000,000"	"$34,233,750"	"$40,187,187"	"$5,953,437"	"$28,131,031"	"$6,102,719"					
550	20736	"$2,000,000"	"$88,709"	"$230,569"	"$141,860"	"$230,569"	"$141,860"					
551	6.30615E+13	"$50,000,000"	"$28,954,945"	"$18,607,546"	"$10,347,399"	"$18,607,546"	"$10,347,399"					
552	5.78598E+13	"$90,000,000"	"$22,822,455"	"$22,159,535"	"$662,920"	"$15,511,674"	"$7,310,781"					
553	6561	"$23,000,000"	"$133,557"	"$2,651,540"	"$2,517,983"	"$2,651,540"	"$2,517,983"					
554	16	$0	"$12,095"	$0	"$12,095"	$0	"$12,095"					
555	6.05054E+13	"$50,000,000"	"$7,057,854"	"$18,086,969"	"$11,029,115"	"$18,086,969"	"$11,029,115"					
556	256	"$20,000,000"	"$212,440"	"$2,305,687"	"$2,093,247"	"$2,305,687"	"$2,093,247"					
557	256	$0	"$43,085"	$0	"$43,085"	$0	"$43,085"					
558	1	$0	"$3,527"	$0	"$3,527"	$0	"$3,527"					
559	5.93851E+13	"$80,000,000"	"$5,951,409"	"$21,317,346"	"$15,365,937"	"$14,922,143"	"$8,970,734"					
560	7.24012E+13	$0	"$17,031,122"	"$14,745,496"	"$2,285,626"	"$14,745,496"	"$2,285,626"					
561	1.66167E+13	$0	"$7,717,309"	"$3,384,223"	"$4,333,086"	"$3,384,223"	"$4,333,086"					
562	81	$0	"$3,093"	$0	"$3,093"	$0	"$3,093"					
563	9.50017E+13	"$120,000,000"	"$12,409,070"	"$33,182,529"	"$20,773,459"	"$23,227,770"	"$10,818,700"					
564	9.94883E+12	"$14,000,000"	"$5,674,802"	"$3,640,196"	"$2,034,606"	"$3,640,196"	"$2,034,606"					
565	1	$0	"$5,888"	$0	"$5,888"	$0	"$5,888"					
566	1	"$2,000,000"	"$19,717"	"$230,569"	"$210,852"	"$230,569"	"$210,852"					
567	1	$0	"$15,990"	$0	"$15,990"	$0	"$15,990"					
568	8.75625E+13	"$11,000,000"	"$29,002,002"	"$19,101,422"	"$9,900,580"	"$19,101,422"	"$9,900,580"					
569	3.13843E+12	"$28,500,000"	"$2,723,682"	"$3,924,787"	"$1,201,105"	"$3,924,787"	"$1,201,105"					
570	390625	$0	"$148,549"	$0	"$148,549"	$0	"$148,549"					
571	3.37901E+13	"$72,000,000"	"$27,726,210"	"$15,182,279"	"$12,543,931"	"$10,627,595"	"$17,098,615"					
572	28561	$0	"$17,659"	$0	"$17,659"	$0	"$17,659"					
573	331776	$0	"$25,660"	$0	"$25,660"	$0	"$25,660"					
574	2401	$0	"$10,413"	$0	"$10,413"	$0	"$10,413"					
575	1296	"$10,800,000"	"$28,298"	"$1,245,071"	"$1,216,773"	"$1,245,071"	"$1,216,773"					
576	16	$0	"$20,880"	$0	"$20,880"	$0	"$20,880"					
