User,Location,Age
9936,"Calgary, Alberta, Canada",57
4909,"The Woodlands, Texas, USA",0
7399,"Bakersfield, California, USA",16
94,"Reno, Nevada, USA",0
5101,"Mentor, Ohio, USA",8
5151,"Victoria, British Columbia, Canada",0
12091,"Portland, Oregon, USA",22
10147,"Panama City, Florida, USA",39
10949,"Urbana, Missouri, USA",59
10609,"Forest Grove, Oregon, USA",37
5139,"Augsburg, Bayern, Germany",24
5844,"Mcminnville, Oregon, USA",0
12459,"Matthews, North Carolina, USA",0
11964,"Norfolk, Virginia, USA",0
1545,"Redondo Beach, California, USA",35
7498,"San Francisco, California, USA",25
3932,"Shah Alam, Selangor, Malaysia",26
3080,"New York, New York, USA",30
6648,"Chicago, Illinois, USA",0
315,"Kingsport, Tennessee, USA",24
8291,"Goodyear, Az, USA",0
842,"Charleston, South Carolina, USA",0
5959,"Aachen, Nordrhein-Westfalen, Germany",0
9250,"Claremont, California, USA",0
8337,"Austin, Texas, USA",0
4739,"Hilo, Hawaii, USA",54
7174,"N/A, Ny, USA",0
12457,"Hamilton, New Jersey, USA",0
3539,"Amarillo, Texas, USA",39
3441,"Los Angeles, California, USA",21
12727,"Kl, Kl, Malaysia",21
2438,"Oakland, California, USA",27
252,"Austin, Texas, USA",50
2310,"St. Helen, Michigan, USA",0
7999,"Calgary, Alberta, Canada",33
344,"Wirtz, Virginia, USA",0
10906,"Burbank, California, USA",0
12142,"Olesa de Montserrat, Barcelona, Spain",30
2719,"Takahagi, Ibaraki, Japan",32
495,"Carrboro, North Carolina, USA",48
12113,"Las Cruces, New Mexico, USA",23
5386,"Greenbelt, ,",1
7463,"New York, New York, USA",0
425,"San Marcos, California, USA",39
2840,"Zachary, Louisiana, USA",32
12285,"Nashville, Tennessee, USA",41
12036,"Victoria, British Columbia, Canada",0
944,"Kfar Avram, Petach Tikvah, Israel",46
3611,"Hudson, New Hampshire, USA",48
2615,"Studio City, California, USA",28
4012,"Seattle, Washington, USA",50
12646,"Belleville, Ontario, Canada",24
6725,"Lexington, Kentucky, USA",0
3402,"Bayswater, Western Australia, Australia",25
10785,"San Antonio, Texas, USA",0
1364,"Hr. Grace, Newfoundland, Canada",24
2437,"Newton, Mississippi, USA",0
12458,"Seattle, Washington, USA",24
805,"Wisconsin Rapids, Wisconsin, USA",27
9603,"Rockwell, North Carolina, USA",51
4036,"South Hadley, Massachusetts, USA",29
10499,"Adligenswil, Luzern, Switzerland",23
859,"Raleigh, North Carolina, USA",56
2283,"Deland, Florida, USA",33
1731,"Baiersbronn, Baden-Wuerttemberg, Germany",33
1514,"Dunnville, Ontario, Canada",39
3737,"Annapolis, Maryland, USA",62
8144,"Saint Paul, Minnesota, USA",43
7557,"Bella Vista, California, USA",56
6569,"Crestwood, Kentucky, USA",41
5292,"Monrovia, Maryland, USA",0
12152,"Perth, Western Australia, Australia",0
7188,"La Monte, Missouri, USA",42
8332,"Roma, Lazio, Italy",30
2956,"Albuquerque, New Mexico, USA",29
6211,"Virginia Beach, Virginia, USA",51
3508,"North Hollywood, California, USA",0
8432,"Baton Rouge, Louisiana, USA",30
4432,"Bakersfield, California, USA",46
3795,"Mesa, Arizona, USA",30
2958,"Hamilton, Ohio, USA",27
8453,"Lisboa, N/A, Portugal",22
6313,"The Colony, Texas, USA",0
685,"Truckee, California, USA",0
2965,"Whitehorse, Yukon Territory, Canada",41
8681,"Annapolis, Maryland, USA",38
4779,"Americus, Georgia, USA",33
11852,"Oroville, California, USA",0
4057,"Springfield, Virginia, USA",18
9830,"Victoria, British Columbia, Canada",0
3116,"Paris, N/A, France",31
6729,"Darien, Wisconsin, USA",0
5698,"Portland, Oregon, USA",27
10392,"Carson City, Nevada, USA",55
8892,"Comstock Park, Michigan, USA",0
923,"Kingston, New York, USA",0
4032,"Dallas, Texas, USA",24
8910,"Auxvasse, Missouri, USA",0
4324,"Tulsa, Oklahoma, USA",27
3756,"Guer, Bretagne, France",30
1999,"Kuala Lumpur, N/A, Malaysia",0
4266,"Wilton, Maine, USA",0
8064,"Medway, Kent, United Kingdom",36
3746,"Itasca, Illinois, USA",28
4076,"Los Angeles, California, USA",33
11875,"Wyncote, Pennsylvania, USA",44
8130,"Longmont, Colorado, USA",41
4361,"Cherry Valley, California, USA",25
4353,"South Bend, Indiana, USA",30
265,"Spring, Texas, USA",32
426,"Sudbury, Massachusetts, USA",18
5597,"Williams Lake, British Columbia, Canada",49
8951,"Maadi, Cairo, Egypt",33
11586,"Galt, California, USA",13
11294,"Helsinki, Uusimaa, Finland",26
6923,"Stratford, Ontario, Canada",31
2774,"Cincinnati, Ohio, USA",23
801,"Oshawa, Ontario, Canada",0
11086,"Bethlehem, Pennsylvania, USA",59
12318,"Irvine, ,",58
2764,"Sevilla, Sevilla, Papua New Guinea",23
10504,"Williamsburg, Virginia, USA",43
8469,"Brisbane, Queensland, Australia",37
483,"Toronto, Ontario, Canada",0
415,"Calgary, Alberta, Canada",0
890,"Christmas, Florida, USA",64
1444,"Roanoke, Virginia, USA",50
8765,"Rochester, New York, USA",0
9660,"Attalla, Alabama, USA",0
6765,"Union City, California, USA",57
10701,"Vallejo, California, USA",58
208,"Hayward, California, USA",30
9782,"Turners Falls, Massachusetts, USA",44
2090,"Ocala, Florida, USA",26
7326,"Castro Valley, California, USA",0
779,"Trenton, Michigan, USA",28
12542,"Cuba, New York, USA",0
10930,"Houston, Texas, USA",24
6572,"Harleysville, Pennsylvania, USA",0
12671,"Mitaka, Tokyo, Japan",0
10910,"San Diego, California, USA",33
2481,"St. Pete Beach, Florida, USA",0
797,"Chandler, Arizona, USA",0
2773,"Barcelona, Catalunya, Spain",33
10952,"Merville, Nord Pas de Calais, France",44
8838,"Oviedo, Florida, USA",46
231,"Strasbourg, Alsace, France",40
11040,"Baltimore, Maryland, USA",23
5864,"Alameda, California, USA",0
5500,"Tharston, Norwich, England, United Kingdom",33
7707,"Lisle, Illinois, USA",30
1062,"Weymouth, Massachusetts, USA",0
7821,"Newark, Delaware, USA",34
3213,"Wiesbaden, Hessen, Germany",28
373,"Edmonton, Alberta, Canada",0
5817,"Wichita, Kansas, USA",28
11531,"Santa Coloma de Gramenet, Catalunya, Spain",36
7985,"Memphis, Tennessee, USA",31
1652,"Edmonton, Alberta, Canada",13
2401,"Kitchener, Ontario, Canada",17
2342,"Ottawa, Ontario, Canada",40
5217,"Oakville, Ontario, Canada",21
11486,"Belleville, Ontario, Canada",0
927,"Lenexa, Kansas, USA",52
7789,"Greer, South Carolina, USA",49
5704,"Aloha, ,",0
2262,"Vancouver, British Columbia, Canada",0
7102,"Edmonton, Alberta, Canada",0
11525,"Austin, Texas, USA",29
4318,"Jamestown, ,",0
1760,"Kingsville, Texas, USA",31
10966,"Brooklyn, New York, USA",26
2104,"Helsinki, Uusimaa, Finland",23
12544,"Leeds, West Yorkshire, United Kingdom",28
3563,"Raleigh, North Carolina, USA",52
3465,"Apple Valley, Minnesota, USA",0
12501,"Manhattan, Kansas, USA",43
8934,"Overland Park, Kansas, USA",17
5870,"San Diego, California, USA",37
5846,"Sackville, New Brunswick, Canada",0
5169,"Berlin, Berlin, Germany",26
12620,"Cumby, Texas, USA",68
10187,"Gresham, Oregon, USA",32
4651,"Woodbine, Maryland, USA",44
10912,"Ann Arbor, Michigan, USA",57
6399,"Mountain View, California, USA",46
6617,"Arlington, Massachusetts, USA",44
7426,"Sunnyvale,, California, USA",70
11265,"West Los Angeles, California, USA",0
3558,"Three Rivers, ,",38
8293,"Port Aransas, Texas, USA",0
3382,"San Diego, California, USA",37
12138,"Los Alamos, New Mexico, USA",55
1002,"Sydney, New South Wales, Australia",31
1164,"Morris Plains, New Jersey, USA",45
11911,"Redmond, Washington, USA",0
8510,"Rock Hill, South Carolina, USA",0
3879,"Jacksonville, Florida, USA",47
1955,"Saint John, New Brunswick, Canada",11
9024,"San Marcos, Texas, USA",68
9885,"Altoona, Wisconsin, USA",0
5664,"Bloomington, Indiana, USA",0
6013,"Bonn, Nordrhein-Westfalen, Germany",20
7010,"Madrid, Madrid, Spain",48
3829,"Boulder, Colorado, USA",26
7774,"San Francisco, California, USA",0
350,"Barcelona, Catalunya, Spain",35
4486,"Windsor, Ontario, Canada",36
4143,"Kirkwood, Missouri, USA",56
7392,"Red Deer, Alberta, Canada",0
11565,"Dale, Texas, USA",77
1559,"Santeramo in Colle, Bari, Italy",32
10082,"Auburn, Alabama, USA",32
10014,"Christchurch, Canterbury, New Zealand",42
5299,"Ottawa, Ontario, Canada",0
1139,"Las Vegas, Nevada, USA",38
195,"Fairless Hills, Pennsylvania, USA",35
8935,"Hanau, Hessen, Germany",35
9339,"Little Falls, New York, USA",46
6279,"Falmouth, Nova Scotia, Canada",48
12431,"Chicago, Illinois, USA",35
12487,"Bel Air, Maryland, USA",25
5297,"Miami, Florida, USA",49
12143,"Victoria, British Columbia, Canada",0
10692,"Kibbutz Ramat Yohanan, N/A, Israel",26
2304,"New Plymouth, Taranaki, New Zealand",44
11163,"Bielefeld, Nordrhein-Westfalen, Germany",32
9058,"Lakewood, Colorado, USA",0
8368,"Lincoln, Nebraska, USA",0
6997,"Oshawa, Ontario, Canada",0
10456,"Los Angeles, California, USA",24
7166,"San Diego, California, USA",33
8673,"Bastrop, Texas, USA",43
10744,"Holland, Ohio, USA",0
6243,"Mason, Michigan, USA",59
2326,"Germantown, Maryland, USA",0
6202,"Salt Lake City, Utah, USA",34
3922,"San Francisco, California, USA",34
9185,"Sahuarita, Arizona,",0
11334,"Tustin, California, USA",0
11757,"West Roxbury, Massachusetts, USA",34
6946,"Kalamazoo, ,",0
3618,"Wauwatosa, Wisconsin, USA",40
10845,"St. Cloud, Minnesota, USA",0
8379,"San Diego, California, USA",0
3451,"Indianapolis, Indiana, USA",0
1144,"Toronto, Ontario, Canada",27
9564,"Sterling Heights, Michigan, USA",25
294,"Shelton, Washington, USA",42
11774,"Wrzburg, Franconia, Germany",29
9730,"Bowen Island, British Columbia, Canada",39
9151,"Derby, Derbyshire, United Kingdom",40
5355,"Vancouver, British Columbia, Canada",29
7585,"Nashville, Tennessee, USA",49
12180,"Lehi, Utah, USA",0
1766,"Memphis, Tennessee, USA",0
4022,"St. Louis, Missouri, USA",0
6671,"Wimberley, Texas, USA",54
12648,"Orlando, Florida, USA",26
3471,"Lethbridge, Alberta, Canada",49
1121,"Brainerd, Minnesota, USA",37
12721,"Greeneville, Tennessee, USA",50
5062,"Phoenix, Arizona, USA",28
7183,"Pittsboro, North Carolina, USA",53
4708,"Florence, Oregon, USA",0
1271,"Oklahoma City, Oklahoma, USA",40
10389,"Lachine, Quebec, Canada",26
8125,"Alta Loma, California, USA",25
7593,"Stow, Massachusetts, USA",0
8557,"Orlando, Florida, USA",36
8442,"San Jose, California, USA",42
4253,"Newton, Kansas, USA",39
4062,"Wilayah Persekutuan, Kuala Lumpur, Malaysia",0
7443,"New York, New York, USA",25
10614,"Houston, Texas, USA",40
7491,"Nottingham, Maryland, USA",33
1131,"Austin, Texas, USA",38
11953,"Canberra, Australian Capital Territory, Australia",33
6646,"Datteln, Nordrhein-Westfalen, Germany",40
8026,"Tucson, Arizona, USA",0
12175,"Santa Clara, California, USA",40
10859,"Binghamton, New York, USA",0
10261,"Aachen, Nordrhein-Westfalen, Germany",31
10227,"Monterey, California, USA",0
3255,"North Little Rock, Arkansas, USA",34
2793,"Maple, Ontario, Canada",0
3089,"San Francisco, California, USA",0
5948,"Christchurch, Canterbury, New Zealand",31
6910,"Lee`S Summit, Missouri, USA",57
369,"Danville, California, USA",0
568,"Denver, Colorado, USA",0
1631,"Toronto, Ontario, Canada",0
11695,"Pinhal Novo, Setbal, Portugal",30
8562,"Gig Harbor, Washington, USA",0
12089,"Niles, Michigan, USA",47
2361,"Nicolaus, California, USA",73
2651,"Bellingham, Washington, USA",51
3518,"Mexico City, Distrito Federal, Mexico",40
6751,"Niagara Falls, New York, USA",52
1103,"Buffalo, Minnesota, USA",63
10171,"Ny, New York, USA",0
5734,"Cotati, California, USA",0
5806,"Ronald, Washington, USA",68
4542,"San Diego, California,",0
2030,"Kerzers, Fribourg, Switzerland",42
7679,"Bordeaux, Aquitaine, France",25
8460,"Chino Hills, California, USA",43
6135,"Baldwin Park, California, USA",16
12181,"Lindenhurst, New York, USA",45
2356,"Calgary, Alberta, Canada",58
4553,"Simsbury, Connecticut, USA",50
8620,"Clinton Twp., Michigan, USA",54
5171,"Toronto, Ontario, Canada",52
7469,"Saint Paul, Minnesota, USA",0
1298,"Sherwood Park, Alberta, Canada",0
12388,"St. Charles, Missouri, USA",0
5649,"Rhode-Saint-Gense, Vlaams Brabant, Belgium",0
3572,"Worcester, Massachusetts, USA",23
10130,"York, England, United Kingdom",20
6493,"Iasi, N/A, Romania",19
7764,"Boston, Massachusetts, USA",25
8340,"San Francisco, California, USA",25
12191,"Oulu, Pohjois-Pohjanmaa, Finland",29
6872,"Huntington Beach, California, USA",0
3847,"Fair Haven, New Jersey, USA",50
7202,"St. Louis, Missouri, USA",47
12539,"Vancouver, Washington, USA",31
6150,"Bucksport, Maine, USA",18
9952,"San Francisco, California, USA",0
6305,"Madera, California, USA",0
8551,"Powder Springs, Georgia, USA",0
2184,"Baltimore, Maryland, USA",41
6067,"Louisville, Kentucky, USA",37
11582,"Warner Robins, Georgia, USA",21
4383,"Caldwell, Idaho, USA",20
6775,"Spring, Texas, USA",0
398,"West Seneca, New York, USA",33
5595,"Chicago, Illinois, USA",0
4976,"North York, Ontario, Canada",47
8069,"Toronto, Ontario, Canada",38
5857,"Puyallup, Washington, USA",27
9166,"Mountain View, California, USA",43
9628,"Belvidere, Illinois, USA",0
403,"Dallas, ,",78
3313,"San Pedro, California, USA",52
6066,"Los Angeles, California, USA",26
12059,"Lake Mary, Florida, USA",0
9355,"Beacon, New York, USA",38
2780,"Baldwinsville, New York, USA",50
2830,"Sidney, British Columbia, Canada",31
12125,"Spokane, Washington, USA",25
5445,"Falls Church, Virginia, USA",0
10451,"West Palm Beach, Florida, USA",57
4618,"Havre de Grace, Maryland, USA",21
1548,"Bellevue, Nebraska, USA",15
8271,"Putney, Vermont, USA",22
11263,"Porto de Mos, Leiria, Portugal",33
11633,"Las Vegas, Nevada, USA",71
10457,"St. Peters, Missouri, USA",24
4968,"The Woodlands, Texas, USA",51
3889,"Moormerland, Niedersachsen, Germany",59
8122,"San Jose, California, USA",30
8550,"Brisbane, Queensland, Australia",30
806,"Clarksville, Indiana, USA",26
6306,"Kelowna, British Columbia, Canada",31
8783,"Toronto, Ontario, Canada",0
5604,"Fredericton, ,",42
3669,"Fresno, California, USA",45
2779,"Portland, Maine, USA",29
851,"Carbondale, Illinois, USA",0
9520,"San Francisco, , USA",30
449,"Chambersburg, Pennsylvania, USA",22
3893,"Lisboa, Lisboa, Portugal",24
3824,"Windsor, Ontario, Canada",22
10225,"Kalamazoo, Michigan, USA",21
447,"Toronto, Ontario, Canada",36
1888,"Ottawa, Ontario, Canada",0
9216,"Ploiesti, Prahova, Romania",18
1191,"Doylestown, Ohio, USA",42
5914,"Chester Springs, Pennsylvania, USA",42
2771,"Sterling, Virginia, USA",33
6722,"Barcelona, Catalunya, Spain",33
8649,"Muncie, Indiana, USA",43
9644,"Waterloo, Iowa, USA",40
12199,"Maple Ridge, British Columbia, Canada",0
6822,"San Diego, California, USA",29
9714,"Bridgewater, Connecticut, USA",57
4497,"Warrenton, Virginia, USA",23
3996,"Shrewsbury, Massachusetts, USA",26
10585,"Matamoras, Pennsylvania, USA",41
9974,"Abita Springs, Louisiana, USA",52
220,"Rison, Arkansas, USA",16
8252,"Barcelona, Catalonia, Spain",33
6907,"Council Bluffs, Iowa, USA",0
2943,"La Jolla, California, USA",0
4933,"Sacramento, California, USA",27
11631,"Mesquite, Texas, USA",47
12082,"Guntersville, Alabama, USA",17
5078,"Delano, Minnesota, USA",31
1263,"Sambro, Nova Scotia, Canada",32
4394,"Tucson, ,",0
9865,"Hamburg, Hamburg, Germany",34
2214,"Gainesville, Florida, USA",27
5518,"Pepinster, Liege,",43
8770,"Falls Church, Virginia, USA",0
9807,"Chicago, Illinois, USA",54
10007,"Singapore, N/A, Singapore",27
1008,"Granada Hills, California, USA",43
4284,"San Diego, California, USA",29
11815,"Carthage, Missouri, USA",48
5470,"Trieste, Friuli Venezia Giulia, Italy",37
626,"Renmark, South Australia, Australia",23
11665,"M, Bayern, Germany",23
12150,"Doylestown, Pennsylvania, USA",0
3995,"Leduc, ,",0
5910,"Ann Arbor, Michigan, USA",0
1775,"Mt. Crawford, Virginia, USA",50
4308,"Fairview, New Jersey, USA",28
12219,"Salt Lake City, Utah, USA",33
2501,"Sydney, New South Wales, Australia",26
924,"Christchurch, Canterbury, New Zealand",22
11894,"Rockford, Illinois, USA",0
7477,"Stittsville, Ontario, Canada",46
9093,"Enumclaw, Washington, USA",0
11314,"Pinedale, Wyoming, USA",25
6049,"Independence, Minnesota, USA",63
2666,"Fraser, Michigan, USA",0
4817,"Summerfield, ,",35
1623,"San Antonio, Texas, USA",29
9546,"St-Sauveur, Quebec, Canada",14
4189,"Warrensburg, Missouri, USA",20
10601,"Hanover Park, Illinois, USA",0
7577,"Calgary, Alberta, Canada",26
2526,"Dripping Springs, , USA",30
4608,"Toronto, Ontario, Canada",39
7751,"Cary, North Carolina, USA",20
5741,"Lake George, Minnesota, USA",54
9540,"Klang, Selangor, Malaysia",0
3400,"Bethesda, Maryland, USA",0
5138,"Florence, Alabama, USA",31
7635,"New York, New York, USA",29
4878,"San Diego, California, USA",62
10048,"Misawa Ab, Aomori Prefecture, Japan",30
12037,"Cambridge City, Indiana, USA",0
9875,"North Wales, ,",0
3338,"Dallas, Texas, USA",29
1600,"Spring, Texas, USA",39
8492,"Guelph, Ontario, Canada",0
2549,"Alexandria, Virginia, USA",0
8043,"Portland, Oregon, USA",0
2972,"Farnborough, England, United Kingdom",33
8671,"Palos Verdes Peninsula, California, USA",42
1073,"Coupeville, Washington, USA",36
4902,"Lieto, Varsinais-Suomi, Finland",20
9652,"Tel-Aviv, N/A, Israel",25
1732,"Westerville, Ohio, USA",38
6263,"Seattle, Washington, USA",0
4102,"Albuquerque, New Mexico, USA",36
12320,"Lawrence, New York, USA",52
11236,"Montgomery Twp, Pennsylvania, USA",0
1819,"Alderson, West Virginia, USA",34
8623,"Sauk Rapids, Minnesota, USA",0
1004,"Lima, Ohio, USA",0
6680,"Redmond, Washington, USA",25
9796,"Hamburg, Hamburg, Germany",28
2125,"Bay Point, California, USA",35
9192,"Smyrna, Georgia, USA",31
5793,"Williamsville, New York, USA",47
1542,"Cumming, Georgia, USA",36
4813,"Peachtree City, Georgia, USA",35
10752,"Chesapeake, Virginia, USA",72
11950,"Bethlehem, Pennsylvania, USA",0
5492,"Monmouth Junction, New Jersey, USA",33
2100,"Ada, Michigan, USA",0
4740,"Canton, Ohio, USA",0
11826,"Ocala, Florida, USA",0
9259,"Eugene, Oregon, USA",0
5808,"Elizabethtown, Pennsylvania, USA",51
2874,"Littleton, Colorado, USA",23
6798,"Lansing, Michigan, USA",48
4268,"Dingmans Ferry, Pennsylvania, USA",51
12679,"Minneapolis, Minnesota, USA",0
1666,"Cincinnati, Ohio, USA",0
6351,"London, England, United Kingdom",30
11194,"Ladera Ranch, California, USA",0
7429,"Venice, California, USA",0
12156,"Clarksburg, New Jersey, USA",35
5843,"Toronto, Ontario, Canada",23
3444,"Flossmoor, Illinois, USA",33
10571,"Chicago, Illinois, USA",37
2476,"Halifax, Nova Scotia, Canada",29
9822,"Vergennes, ,",2
11202,"Forest Ranch, California, USA",0
4448,"Metairie, Louisiana, USA",0
6875,"Sebastopol, California, USA",0
3146,"Quesnel, British Columbia, Canada",50
4271,"Boston, Massachusetts,",0
10391,"San Diego, N/A, USA",0
7310,"Geretsried, Bayern, Germany",24
10375,"Middletown, Connecticut, USA",27
8596,"Toronto, Ontario, Canada",19
12110,"Torrance, California, USA",59
731,"Chardon, Ohio, USA",43
1439,"Ann Arbor, Michigan, USA",34
12214,"Tampere, Pirkanmaa, Finland",26
7445,"Albany, California, USA",29
4098,"Recife, Pernambuco, Brazil",26
2598,"Almonte, Ontario, Canada",38
9953,"San Mateo, ,",0
9238,"Richmond, Indiana, USA",9
4795,"Annapolis, Maryland, USA",53
3342,"Granger, Indiana, USA",0
5388,"Paris, Ile de France, France",27
7473,"Pine Knoll Shores, North Carolina, USA",55
9874,"Grimsby, Lincolnshire, United Kingdom",32
1845,"San Antonio, Texas, USA",37
10362,"Plano, Texas, USA",0
5599,"Georgetown, Penang, Malaysia",13
2427,"Asheville, North Carolina, USA",14
12087,"Medicine Lodge, Kansas, USA",0
3299,"Hershey, Pennsylvania, USA",0
12740,"Seattle, Washington, USA",0
3023,"Chicago, Illinois, USA",30
10390,"Colorado Springs, ,",0
10403,"Greenfield, Massachusetts, USA",0
12476,"Madrid, Madrid, Spain",23
3976,"Chicago, Illinois, USA",0
5881,"Gabriola, British Columbia, Canada",0
11840,"Chery Hill, New Jersey, USA",49
11988,"Zrich, Kanton Zrich, Switzerland",27
2736,"Chippenham, England, United Kingdom",38
11954,"London, London, United Kingdom",30
6369,"Bloomington, Indiana, USA",0
6194,"Northridge, California, USA",35
5484,"Stuart, Florida, USA",0
4116,"Marysville, Washington, USA",0
1523,"Howell, New Jersey, USA",31
11613,"Wuppertal, Nordrhein-Westfalen, Germany",39
3351,"Los Angeles, California, USA",0
6048,"N/A, Channel Islands, Guernsey",35
10269,"South Queensferry, Scotland, United Kingdom",44
12560,"Cottonwood, California, USA",55
4591,"Houston, Texas, USA",34
5850,"Ellensburg, Washington, USA",42
12722,"Wichita, Kansas, USA",35
10155,"Elmhurst, Illinois, USA",33
10073,"Ottawa, Ontario, Canada",0
10331,"Blair, Nebraska, USA",33
11775,"Linton, Indiana, USA",36
2425,"Bromley, England, United Kingdom",34
6441,"Point Clear, Alabama, USA",0
10613,"Pyrmont, New South Wales, Australia",24
9639,"Eugene, Oregon, USA",34
1876,"Stillwater, Oklahoma, USA",29
763,"Washington, DC, USA",32
8009,"Berkley, Michigan, USA",41
12506,"Sioux City, Iowa, USA",49
450,"Comanche, Texas, USA",0
9142,"Geneva, Genve, Switzerland",37
4825,"Tigard, Oregon, USA",0
7516,"La Crescenta, California, USA",45
12366,"Doylestown, Pennsylvania, USA",0
12581,"Ulsan, South Gyeongsang, South Korea",23
12472,"San Antonio, Texas, USA",0
2855,"Melzo, Lombardia, Italy",28
4135,"Luzern, Luzern, Switzerland",45
4155,"London, England, United Kingdom",35
6511,"Scottsdale, Arizona, USA",52
5302,"Halifax, Nova Scotia, Canada",27
613,"Lubbock, Texas, USA",34
4845,"Kuala Lumpur, Kuala Lumpur, Malaysia",0
10210,"Zaragoza, Aragon, Spain",28
10905,"Lenggries, Bavaria, Germany",0
11878,"Denver, Colorado, USA",49
3124,"Webster, New York, USA",0
11410,"Sydney, New South Wales, Australia",16
5481,"Natick, Massachusetts, USA",0
10730,"Cincinnati, Ohio, USA",31
11181,"Stuttgart/Esslingen, Baden-Wuerttemberg, Germany",32
4040,"Sherwood, Oregon, USA",34
5253,"Ottawa, Ontario, Canada",32
9971,"Las Vegas, Nevada, USA",0
8172,"Indianapolis, Indiana, USA",52
9422,"Mokena, Illinois, USA",0
2309,"Lynnwood, Washington, USA",0
8254,"Brookline, Massachusetts, USA",49
5840,"Toronto, Ontario, Canada",40
9866,"Olympia, Washington, USA",0
7671,"Portland, Oregon, USA",37
793,"Orlando, Florida, USA",20
8465,"Fayetteville, North Carolina, USA",38
1352,"Concordia, Missouri, USA",43
2067,"Delaware Water Gap, Pennsylvania, USA",16
1117,"Central Sq., New York, USA",0
11023,"Amarillo, Texas, USA",31
9855,"San Mateo, California, USA",0
8174,"Portland, Oregon, USA",40
2508,"Vienna, Vienna, Austria",18
11983,"Burbank, California, USA",15
4350,"Quincy, Massachusetts, USA",26
10314,"Middle Grove, New York, USA",18
2687,"Florence, Arizona, USA",35
2555,"Houston, Texas, USA",28
74,"Bakersfield, California, USA",0
7104,"Unknown, Massachusetts, USA",0
12114,"Hometown, Minnesota, USA",0
5421,"Itasca, Illinois, USA",50
4498,"Erina, New South Wales, Australia",32
1613,"Lemon Grove, California, USA",51
9409,"Cleveland, Oklahoma, USA",24
251,"Dover, New Hampshire, USA",23
9544,"N/A, New Jersey, USA",34
8652,"Sydney, New South Wales, Australia",42
11324,"Citrus Heights, California, USA",0
3278,"Freeport, ,",0
7719,"Memphis, Tennessee, USA",0
7078,"Leicester, Leicestershire, United Kingdom",36
12566,"Sudbury, Vermont, USA",16
2410,"New Orleans, Louisiana, USA",57
8734,"Bristol, New Hampshire, USA",0
5149,"Duvall, Washington, USA",0
5219,"Vernon, Connecticut, USA",48
2677,"Beaver Dams, New York, USA",0
1016,"Peoria, Arizona, USA",44
10464,"Lancaster, Ohio,",0
9764,"Civitanova Marche, Marche, Italy",0
3186,"Seattle, Washington, USA",0
4562,"West Jordan, Utah, USA",38
734,"Ferreries, Illes Balears, Spain",43
1185,"Thibodaux, Louisiana, USA",41
861,"Barcelona, ,",26
12104,"Cincinnati, Ohio, USA",17
12372,"Carlisle, Pennsylvania,",0
4220,"San Francisco, California, USA",38
2521,"Medina, Ohio, USA",0
4111,"San Diego, California, USA",26
7327,"Vancouver, British Columbia,",33
10477,"Delta, British Columbia, Canada",0
10070,"Loveland, Colorado, USA",0
7722,"Roswell, Georgia, USA",0
3129,"Decatur, Georgia, USA",0
6203,"Dumont, New Jersey, USA",0
5404,"Boston, Massachusetts, USA",28
9181,"Maplewood, Minnesota, USA",47
8126,"Parkersburg, West Virginia, USA",0
8319,"Calgary, Alberta, Canada",16
3042,"Regensburg, Bayern, Germany",0
9699,"Deer Mountain, Utah, USA",26
3873,"., Kansas, USA",37
9672,"Mainaschaff, Bayern, Germany",47
8226,"Le Mans, Pays de La Loire, France",29
12122,"Seattle, Washington, USA",0
9091,"Sinai, South Dakota, USA",45
9427,"Houston, Texas, USA",23
11642,"New Orleans, Louisiana, USA",0
7330,"Burlington, Wisconsin, USA",14
5653,"San Antonio, Texas,",35
5024,"Denver, Pennsylvania, USA",0
9917,"Franklin, New Jersey, USA",28
7565,"Staten Island, New York, USA",40
3105,"Orem, Utah, USA",0
1032,"Catonsville, Maryland, USA",48
2820,"New Hartford, New York, USA",27
6471,"Oak Park, Illinois, USA",54
6658,"South Portland, Maine, USA",0
10327,"San Jose, California, USA",48
12455,"Chicago, Illinois, USA",0
6090,"Waco, Texas, USA",28
4144,"Olympia, Washington, USA",60
2208,"Reynolds, ,",0
12241,"North Charleston, South Carolina, USA",53
8362,"Minneapolis, Minnesota, USA",0
3617,"Minneapolis, Minnesota, USA",58
10172,"Burtrsk, Vsterbotten, Sweden",16
8295,"New York, New York, USA",43
3073,"Bellevue, Washington, USA",41
12468,"Vancouver, British Columbia, Canada",27
2302,"Bradenton, Florida, USA",0
5743,"Lebanon, Pennsylvania, USA",36
6731,"Oceanside, California, USA",62
7478,"Palm Bay, Florida, USA",36
1413,"Fresno, California, USA",0
2372,"Sprendlingen, Rheinland-Pfalz, Germany",25
4835,"Sydney, New South Wales, Australia",25
9080,"Santa Monica, California, USA",0
8945,"New Freedom, ,",0
4359,"Redwood City, California, USA",30
2179,"Endicott, New York, USA",42
6184,"Toronto, Ontario, Canada",32
7710,"Kitchener, Ontario, Canada",29
3483,"Boulder, Colorado, USA",0
8168,"Point Richmond, California, USA",29
8046,"Woodridge, Illinois, USA",35
10141,"Asheville, North Carolina, USA",50
11457,"Norfolk, Virginia, USA",0
3344,"Mcallen, Texas, USA",0
2405,"Peterborough, England, United Kingdom",0
12000,"Lincoln, New Hampshire, USA",73
4948,"Sacramento, California, USA",0
11561,"Everett, Washington, USA",71
10670,"Hanover, Massachusetts, USA",0
